Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level
ELEC,Hecktown Oaks Campus - South,3780 Hecktown Road,In Front of Main Entrance||,Easton,PA,18045,,888-998-2546,E,,Public,,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.699119,-75.282929,2023-02-27,191736,2023-02-27 22:59:44 UTC,,,,2021-07-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Hecktown Oaks Campus - North,3780 Hecktown Road,Behind Main Entrance||,Easton,PA,18045,,888-998-2546,E,,Public,,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,40.699078,-75.28295,2023-02-27,191737,2023-02-27 23:00:52 UTC,,,,2021-07-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Wynnewood Shopping Center,50 E Wynnewood Rd,,Wynnewood,PA,19096,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.9999771,-75.2730852,2023-02-27,192244,2023-02-27 22:56:19 UTC,,,,2021-03-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MBOL FRONT SHOWROOM1,5100 Main St,,East Petersburg,PA,17520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.08559,-76.34529,2023-02-27,192572,2023-02-27 23:19:34 UTC,,,,2021-07-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BEAVER COUNTY COURTHOUSE,810 3rd St,,Beaver,PA,15009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.694738,-80.308522,2023-02-27,192595,2023-02-27 23:26:34 UTC,,,,2021-07-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ROYERSFORD BORO MYRTLE STREET,Myrtle Street,,Royersford,PA,19468,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.184719,-75.538571,2023-02-27,192596,2023-02-27 23:26:42 UTC,,,,2021-07-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ROYERSFORD BORO 2ND&ARCH LOT,2nd Avenue & Arch Street,,Royersford,PA,19468,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.179125,-75.539428,2023-02-27,192597,2023-02-27 23:26:42 UTC,,,,2021-07-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GRUNDY 1 STATION 1,901 Canal St,,Bristol,PA,19007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.103553,-74.85263,2023-02-27,192598,2023-02-27 23:26:45 UTC,,,,2021-07-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MAXON TOWERS GA GW-RFID-DUAL 18,6315 Forbes Ave,,Pittsburgh,PA,15217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.438409,-79.918773,2023-02-27,192666,2023-02-27 23:23:02 UTC,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MAXON TOWERS GA MAXON TOWERS 2,6315 Forbes Ave,,Pittsburgh,PA,15217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.438409,-79.91873,2023-02-27,192667,2023-02-27 23:23:03 UTC,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MAXON TOWERS GA MAXON TOWERS 3,6315 Forbes Ave,,Pittsburgh,PA,15217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.438393,-79.918708,2023-02-27,192668,2023-02-27 23:23:03 UTC,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MAXON TOWERS GA MAXON TOWERS 4,6315 Forbes Ave,,Pittsburgh,PA,15217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.438376,-79.918751,2023-02-27,192669,2023-02-27 23:23:03 UTC,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HIGH ASSOCIATES BUILDING 380 A,1740 Hempstead Rd,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.050865,-76.252166,2023-02-27,192872,2023-02-27 23:27:01 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HIGH ASSOCIATES BUILDING 380 B,1740 Hempstead Rd,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.05098,-76.252162,2023-02-27,192873,2023-02-27 23:27:01 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DELANEY GREENSB VOLVO SHOWROOM1,5200 State Route 30,,Greensburg,PA,15601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.302608,-79.502784,2023-02-27,192876,2023-02-27 23:27:04 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STROUDSBURGBORO STATION 1,550 Ann St,,Stroudsburg,PA,18360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.984922,-75.192182,2023-02-27,192899,2023-02-27 23:25:26 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,8TH&FILBERT LV4 8TH&FILBERTMEZ2,800-08 Arch St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.952588,-75.15362,2023-02-27,192937,2023-02-27 23:27:05 UTC,,,,2021-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,8TH&FILBERT LV4 8TH&FILBERTMEZ3,800-08 Arch St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.952675,-75.153609,2023-02-27,192938,2023-02-27 23:27:05 UTC,,,,2021-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,8TH&FILBERT LV4 8TH&FILBERTMEZ4,800-08 Arch St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.952712,-75.153593,2023-02-27,192939,2023-02-27 23:27:05 UTC,,,,2021-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,8TH&FILBERT LV4 8TH&FILBERTMEZ1,800-08 Arch St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.952691,-75.153599,2023-02-27,192940,2023-02-27 23:27:05 UTC,,,,2021-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Bowmansville Service Plaza (Milepost 289.9 EB),1350 Reading Road,The screen for both sides of the DCFC ||are under repair. You will be able to ||start the unit wiht the Blink card and ||remote comand from the Blink app.||,Denver,PA,17517,,888-998-2546,E,,Public,,,,,,,1,1,,Blink Network,http://www.blinkcharging.com/,GPS,40.202287,-76.015699,2023-02-27,192958,2023-02-27 22:58:07 UTC,,,,2021-07-19,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,DELANEY GREENSB VOLVO SERVICE 1,139 Old Rte 30,,Greensburg,PA,15601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.302247,-79.503885,2023-02-27,193147,2023-02-27 23:27:06 UTC,,,,2021-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Kia of Coatesville,2535 East Lincoln Hwy,,Coatesville,PA,19320,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.99147,-75.775058,2023-02-27,193375,2023-02-27 23:00:39 UTC,,,,2021-07-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 2,116 E Broad St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.440629,-75.334038,2023-02-27,193435,2023-02-27 23:26:57 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 3,116 E Broad St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.440531,-75.333955,2023-02-27,193436,2023-02-27 23:26:57 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 5,35 N 3rd St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.442023,-75.336189,2023-02-27,193441,2023-02-27 23:27:14 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 4,35 N 3rd St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.442012,-75.336067,2023-02-27,193442,2023-02-27 23:27:15 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 1,304 W Broad St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.441264,-75.337272,2023-02-27,193443,2023-02-27 23:27:16 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QUAKERTOWN STATION 6,304 W Broad St,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.441269,-75.337208,2023-02-27,193444,2023-02-27 23:27:16 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LONG COMMUNITY1 HIGHLAND,329 Eden Rd,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.072374,-76.297333,2023-02-27,193487,2023-02-27 23:18:15 UTC,,,,2021-08-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Simon Philadelphia Mills (Philadelphia, PA)",1455 Franklin Mills Cir,,Philadelphia,PA,19154,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.08778,-74.9644,2023-02-27,193508,2023-02-27 23:41:12 UTC,,,,2021-08-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DELANEY HONDA SHOP 02,115 Lenz Rd,,Indiana,PA,15701,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.600021,-79.191389,2023-02-27,193991,2023-02-27 23:15:06 UTC,,,,2021-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,South Somerset Service Plaza - Tesla Supercharger,327 Industrial Park Road,,Somerset,PA,15501,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,39.9993961,-79.04745986,2022-10-03,194073,2022-12-01 17:40:26 UTC,P,,,2021-07-21,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,Sheetz - Tesla Supercharger,85 West Wellsboro Street,,Mansfield,PA,16933,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,41.8049603,-77.08515356,2022-10-03,194085,2022-12-01 17:40:26 UTC,P,,,2021-08-07,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,T14 STATION 5,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199293,-75.160545,2023-02-27,194100,2023-02-27 23:27:20 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 4,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199473,-75.160735,2023-02-27,194102,2023-02-27 23:27:21 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 2,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199503,-75.160606,2023-02-27,194103,2023-02-27 23:27:21 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 3,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199303,-75.160494,2023-02-27,194104,2023-02-27 23:27:21 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 7,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.19975,-75.16004,2023-02-27,194108,2023-02-27 23:27:21 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 1,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199685,-75.160068,2023-02-27,194109,2023-02-27 23:27:22 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 8,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199499,-75.159934,2023-02-27,194110,2023-02-27 23:27:28 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T14 STATION 6,100 Tournament Dr,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.199566,-75.15982,2023-02-27,194111,2023-02-27 23:27:28 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Audi Wyoming,1470 PA-315,,Plains,PA,18702,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.273564,-75.804977,2023-02-27,194129,2023-02-27 23:00:25 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Lehigh Valley Health - Parking Lot,1200 S Cedar Crest Blvd,Access temporarily restricted to ||employees only during construction.||,Allentown,PA,18103,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.564299,-75.5219,2023-02-27,194176,2023-02-27 22:59:54 UTC,,,,2021-08-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Kennedy House,1901 John F. Kennedy Boulevard,Parking garage level 5 next to the ||entrance||,Philadelphia,PA,19103,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.954384,-75.171318,2023-02-27,194205,2023-02-27 22:59:30 UTC,,,,2021-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,ATWATER BLDG 7000,1000 Terrain Street,,Malvern,PA,19355,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.066833,-75.533168,2023-02-27,194208,2023-02-27 23:12:01 UTC,,,,2021-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FAULKNER VW DC WALLBOX,6631 Carlisle Pike,,Mechanicsburg,PA,17050,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.242428,-77.041565,2023-02-27,194289,2023-02-27 23:27:41 UTC,,,,2021-08-26,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STILLMAN VOLVO CT4021-01,1290 Old Wilmington Pike Route 202,,West Chester,PA,19382,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.906948,-75.56885,2023-02-27,194318,2023-02-27 23:27:15 UTC,,,,2021-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Giant Company #6117,10 Newport Rd,,Leola,PA,17540,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.086612494,-76.19088837,2023-02-28,194537,2023-02-28 00:25:19 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,
ELEC,"Bartonsville, PA - Tesla Supercharger",65 PA-611,,Bartonsville,PA,18321,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,41.00187043,-75.27315719,2022-10-03,194589,2022-12-01 17:40:26 UTC,P,,,2021-08-26,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,"Shopcore Bakers Centre (Philadelphia, PA)",2800 Fox Street,,Philadelphia,PA,19129,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.01032,-75.17532,2023-02-27,194644,2023-02-27 23:40:32 UTC,,,,2021-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Riverfront East,48 26th Street,,Pittsburgh,PA,15222,,800-663-5633,E,,Public,,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,40.455773,-79.979454,2023-02-27,194832,2023-02-27 23:01:38 UTC,,,,2016-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,Oxford Mills,100 W. Oxford Street,This station charges .30 cents a kw,Philadelphia,PA,19122,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,39.974246,-75.134621,2023-02-27,194848,2023-02-27 23:02:04 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,
ELEC,Gettysburg National Military Park Museum & Visitor Center,1195 Baltimore Pike,"The charging stations are located in the Bus/RV Parking Lot:
Coming into the complex off of Baltimore Pike/Route 97 take the first left hand turn.
Coming into the complex off of Taneytown Road take the first right hand turn. 

The stations are available during park operating hours, from dusk to dawn.",Gettysburg,PA,17325,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,39.809866,-77.222192,2023-02-27,195007,2023-02-27 23:02:10 UTC,,,,2017-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$3.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,
ELEC,Leg Up Farmers Market,3100 N. George ST,,York,PA,17406,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.012739,-76.731118,2023-02-27,195177,2023-02-27 22:57:41 UTC,,,,2014-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,King of Prussia Mall,160 N. Gulph Road,,King of Prussia,PA,19406,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.089261,-75.394773,2023-02-27,195326,2023-02-27 22:57:44 UTC,,,,2011-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,Abington,925 Easton Road,,Roslyn,PA,19001,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.116947,-75.136204,2023-02-27,195327,2023-02-27 23:03:20 UTC,,,,2020-07-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,MOM's of Rosemont,1149 E. Lancaster Ave,,Bryn Mawr,PA,19010,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.025768,-75.325529,2023-02-27,195441,2023-02-27 22:57:46 UTC,,,,2014-05-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,Narberth Borough - Downtown Essex Av,110 Essex Avenue,,Narberth,PA,19072,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.0056316447286,-75.2624213074838,2023-02-28,195669,2023-02-28 00:03:00 UTC,,,,2021-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Narberth Borough - Municipal Lot,100 Conway Avenue,,Narberth,PA,19072,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.005171430281,-75.2652483557329,2023-02-28,195670,2023-02-28 00:03:00 UTC,,,,2021-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #11,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073795,-75.308659,2023-02-27,195758,2023-02-27 23:25:10 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #2,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.07373,-75.308232,2023-02-27,195759,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #1,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073678,-75.308314,2023-02-27,195760,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #4,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073833,-75.308322,2023-02-27,195761,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #8,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073845,-75.308481,2023-02-27,195762,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #6,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073868,-75.308318,2023-02-27,195763,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMERISOURCE LEVEL 10 #3,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073689,-75.308242,2023-02-27,195764,2023-02-27 23:25:11 UTC,,,,2021-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
